t [s],az NO FLAT [m/s2],az WITH FLAT [m/s2]
    5.961000,   -9.789160,   -9.829690
    5.962000,   -9.892140,   -9.831760
    5.963000,   -9.734640,   -9.832200
    5.964000,   -9.976640,   -9.829040
    5.965000,   -9.600830,   -9.828310
    5.966000,  -10.188100,   -9.829200
    5.967000,   -9.262410,   -9.828170
    5.968000,   -9.935220,   -9.828690
    5.969000,   -9.924530,   -9.827940
    5.970000,   -9.917630,   -9.828430
    5.971000,   -9.906120,   -9.827840
    5.972000,   -9.888870,   -9.828260
    5.973000,   -9.874020,   -9.827730
    5.974000,   -9.855570,   -9.828090
    5.975000,   -9.838270,   -9.827550
    5.976000,   -9.821900,   -9.827860
    5.977000,   -9.808740,   -9.827300
    5.978000,   -9.797920,   -9.827570
    5.979000,   -9.792210,   -9.826950
    5.980000,   -9.790740,   -9.827220
    5.981000,   -9.793020,   -9.826550
    5.982000,   -9.798750,   -9.826840
    5.983000,   -9.807800,   -9.826090
    5.984000,   -9.816990,   -9.826450
    5.985000,   -9.824990,   -9.825600
    5.986000,   -9.832480,   -9.826070
    5.987000,   -9.838360,   -9.825100
    5.988000,   -9.841160,   -9.825730
    5.989000,   -9.841940,   -9.824560
    5.990000,   -9.841160,   -9.825440
    5.991000,   -9.838050,   -9.823970
    5.992000,   -9.833970,   -9.825220
    5.993000,   -9.829730,   -9.823310
    5.994000,   -9.824990,   -9.825090
    5.995000,   -9.820620,   -9.822530
    5.996000,   -9.817680,   -9.825110
    5.997000,   -9.815490,   -9.821550
    5.998000,   -9.814150,   -9.825370
    5.999000,   -9.814770,   -9.820260
    6.000000,   -9.815530,   -9.826000
    6.001000,   -9.816730,   -9.818460
    6.002000,   -9.819000,   -9.827260
    6.003000,   -9.821030,   -9.815850
    6.004000,   -9.822590,   -9.829550
    6.005000,   -9.824140,   -9.811910
    6.006000,   -9.825170,   -9.833570
    6.007000,   -9.825020,   -9.805720
    6.008000,   -9.823080,   -9.840520
    6.009000,   -9.822630,   -9.795710
    6.010000,   -9.821790,   -9.852450
    6.011000,   -9.820850,   -9.779210
    6.012000,   -9.820010,   -9.872890
    6.013000,   -9.820690,   -9.751530
    6.014000,   -9.819750,   -9.908040
    6.015000,   -9.817920,   -9.704500
    6.016000,   -9.818030,   -9.968700
    6.017000,   -9.818030,   -9.623870
    6.018000,   -9.817970,  -10.073700
    6.019000,   -9.817960,   -9.484880
    6.020000,   -9.819070,   -9.848350
    6.021000,   -9.818830,   -9.882000
    6.022000,   -9.817640,   -9.879030
    6.023000,   -9.817820,   -9.867710
    6.024000,   -9.817780,   -9.853310
    6.025000,   -9.817550,   -9.844280
    6.026000,   -9.817280,   -9.831410
    6.027000,   -9.817960,   -9.818690
    6.028000,   -9.817430,   -9.807690
    6.029000,   -9.816130,   -9.798680
    6.030000,   -9.816020,   -9.793380
    6.031000,   -9.815830,   -9.792120
    6.032000,   -9.815570,   -9.794420
    6.033000,   -9.815330,   -9.799520
    6.034000,   -9.815890,   -9.806310
    6.035000,   -9.815550,   -9.813130
    6.036000,   -9.814600,   -9.818750
    6.037000,   -9.814650,   -9.822630
    6.038000,   -9.814610,   -9.824640
    6.039000,   -9.814470,   -9.824620
    6.040000,   -9.814330,   -9.822680
    6.041000,   -9.814810,   -9.819810
    6.042000,   -9.814510,   -9.816970
    6.043000,   -9.813710,   -9.814040
    6.044000,   -9.813720,   -9.811410
    6.045000,   -9.813630,   -9.809810
    6.046000,   -9.813460,   -9.809320
    6.047000,   -9.813290,   -9.809370
    6.048000,   -9.813600,   -9.810510
    6.049000,   -9.813300,   -9.811490
    6.050000,   -9.812670,   -9.812280
    6.051000,   -9.812680,   -9.812810
    6.052000,   -9.812620,   -9.813310
    6.053000,   -9.812480,   -9.813480
    6.054000,   -9.812350,   -9.813470
    6.055000,   -9.812560,   -9.813300
    6.056000,   -9.812300,   -9.812580
    6.057000,   -9.811840,   -9.812340
    6.058000,   -9.811880,   -9.812020
    6.059000,   -9.811840,   -9.811730
    6.060000,   -9.811730,   -9.811520
    6.061000,   -9.811620,   -9.811580
